PTM Combination,Percentage Abundance
K14unR17unK18unK23unR26unK36me2,0.0792802842475246
K14unR17unK18unK23unK27me2K36me2,0.0385536548514012
K14unR17unK18unR26unK27me2K36me2,0.038852256110553
K14unR17unK23unR26unK27me2K36me2,0.0397702765584081
K14unK18unK23unR26unK27me2K36me2,0.083053031729434
R17unK18unK23unR26unK27me2K36me2,0.21161175190494472
K4unR8unK9unK14unR17unR26me2,0.013340688496533899
K4unR8unK9unK14unR17unK27un,0.0026251739586395
K4unR8unK9unK14unK18unR26me2,0.013340688496533899
K4unR8unK9unK14unK18unK27un,0.0026251739586395
K4unR8unK9unK14unK23unR26me2,0.013340688496533899
K4unR8unK9unK14unK23unK27un,0.0026251739586395
K4unR8unK9unK14unR26me2K27un,0.0026251739586395
K4unR8unK9unK14unR26me2K36me2,0.0005671965834981
K4unR8unK9unK14unK27unK36me2,0.0005671965834981
K4unR8unK9unR17unK18unR26me2,0.0136900159012265
K4unR8unK9unR17unK18unK27un,0.008712637575004501
K4unR8unK9unR17unK23unR26me2,0.0136900159012265
K4unR8unK9unR17unK23unK27un,0.008712637575004501
K4unR8unK9unR17unR26me2K27un,0.0029745013633321
K4unR8unK9unR17unR26me2K36me2,0.0005671965834981
K4unR8unK9unR17unK27unK36me2,0.0063053327951705
K4unR8unK9unK18unK23unR26me2,0.0136900159012265
K4unR8unK9unK18unK23unK27un,0.008712637575004501
K4unR8unK9unK18unR26me2K27un,0.0029745013633321
K4unR8unK9unK18unR26me2K36me2,0.0005671965834981
K4unR8unK9unK18unK27unK36me2,0.0063053327951705
K4unR8unK9unK23unR26me2K27un,0.0029745013633321
K4unR8unK9unK23unR26me2K36me2,0.0005671965834981
K4unR8unK9unK23unK27unK36me2,0.0063053327951705
K4unR8unK9unR26me2K27unK36me2,0.0005671965834981
K4unR8unK14unR17unK18unR26me2,0.013340688496533899
K4unR8unK14unR17unK18unK27un,0.0423659434021301
K4unR8unK14unR17unK23unR26me2,0.013340688496533899
K4unR8unK14unR17unK23unK27un,0.037470582576735106
K4unR8unK14unR17unR26me2K27un,0.0026251739586395
K4unR8unK14unR17unR26me2K36me2,0.0005671965834981
K4unR8unK14unR17unK27unK36me2,0.033957662700370504
K4unR8unK14unK18unK23unR26me2,0.013340688496533899
K4unR8unK14unK18unK23unK27un,0.0365678336916072
K4unR8unK14unK18unR26me2K27un,0.0026251739586395
K4unR8unK14unK18unR26me2K36me2,0.0005671965834981
K4unR8unK14unK18unK27unK36me2,0.033957662700370504
K4unR8unK14unK23unR26me2K27un,0.0026251739586395
K4unR8unK14unK23unR26me2K36me2,0.0005671965834981
K4unR8unK14unK23unK27unK36me2,0.033957662700370504
K4unR8unK14unR26me2K27unK36me2,0.0005671965834981
K4unR8unR17unK18unK23unR26me2,0.0136900159012265
K4unR8unR17unK18unK23unK27un,0.042655297307972205
K4unR8unR17unK18unR26me2K27un,0.0029745013633321
K4unR8unR17unK18unR26me2K36me2,0.0005671965834981
K4unR8unR17unK18unK27unK36me2,0.039695798912042904
K4unR8unR17unK23unR26me2K27un,0.0029745013633321
K4unR8unR17unK23unR26me2K36me2,0.0005671965834981
K4unR8unR17unK23unK27unK36me2,0.039695798912042904
K4unR8unR17unR26me2K27unK36me2,0.0005671965834981
K4unR8unK18unK23unR26me2K27un,0.0029745013633321
K4unR8unK18unK23unR26me2K36me2,0.0005671965834981
K4unR8unK18unK23unK27unK36me2,0.039695798912042904
K4unR8unK18unR26me2K27unK36me2,0.0005671965834981
K4unR8unK23unR26me2K27unK36me2,0.0005671965834981
K4unK9unK14unR17unK18unR26me2,0.013340688496533899
K4unK9unK14unR17unK18unK27un,0.0026251739586395
K4unK9unK14unR17unK23unR26me2,0.013340688496533899
K4unK9unK14unR17unK23unK27un,0.0026251739586395
K4unK9unK14unR17unR26me2K27un,0.0026251739586395
K4unK9unK14unR17unR26me2K36me2,0.0005671965834981
K4unK9unK14unR17unK27unK36me2,0.0005671965834981
K4unK9unK14unK18unK23unR26me2,0.013340688496533899
K4unK9unK14unK18unK23unK27un,0.0026251739586395
K4unK9unK14unK18unR26me2K27un,0.0026251739586395
K4unK9unK14unK18unR26me2K36me2,0.0005671965834981
K4unK9unK14unK18unK27unK36me2,0.0005671965834981
K4unK9unK14unK23unR26me2K27un,0.0026251739586395
K4unK9unK14unK23unR26me2K36me2,0.0005671965834981
K4unK9unK14unK23unK27unK36me2,0.0005671965834981
K4unK9unK14unR26me2K27unK36me2,0.0005671965834981
K4unK9unR17unK18unK23unR26me2,0.0136900159012265
K4unK9unR17unK18unK23unK27un,0.008712637575004501
K4unK9unR17unK18unR26me2K27un,0.0029745013633321
K4unK9unR17unK18unR26me2K36me2,0.0005671965834981
K4unK9unR17unK18unK27unK36me2,0.0063053327951705
K4unK9unR17unK23unR26me2K27un,0.0029745013633321
K4unK9unR17unK23unR26me2K36me2,0.0005671965834981
K4unK9unR17unK23unK27unK36me2,0.0063053327951705
K4unK9unR17unR26me2K27unK36me2,0.0005671965834981
K4unK9unK18unK23unR26me2K27un,0.0029745013633321
K4unK9unK18unK23unR26me2K36me2,0.0005671965834981
K4unK9unK18unK23unK27unK36me2,0.0063053327951705
K4unK9unK18unR26me2K27unK36me2,0.0005671965834981
K4unK9unK23unR26me2K27unK36me2,0.0005671965834981
K4unK14unR17unK18unK23unR26me2,0.013340688496533899
K4unK14unR17unK18unK23unK27un,0.0365678336916072
K4unK14unR17unK18unR26me2K27un,0.0026251739586395
K4unK14unR17unK18unR26me2K36me2,0.0005671965834981
K4unK14unR17unK18unK27unK36me2,0.033957662700370504
K4unK14unR17unK23unR26me2K27un,0.0026251739586395
K4unK14unR17unK23unR26me2K36me2,0.0005671965834981
K4unK14unR17unK23unK27unK36me2,0.033957662700370504
K4unK14unR17unR26me2K27unK36me2,0.0005671965834981
K4unK14unK18unK23unR26me2K27un,0.0026251739586395
K4unK14unK18unK23unR26me2K36me2,0.0005671965834981
K4unK14unK18unK23unK27unK36me2,0.033957662700370504
K4unK14unK18unR26me2K27unK36me2,0.0005671965834981
K4unK14unK23unR26me2K27unK36me2,0.0005671965834981
K4unR17unK18unK23unR26me2K27un,0.0029745013633321
K4unR17unK18unK23unR26me2K36me2,0.0005671965834981
K4unR17unK18unK23unK27unK36me2,0.039695798912042904
K4unR17unK18unR26me2K27unK36me2,0.0005671965834981
K4unR17unK23unR26me2K27unK36me2,0.0005671965834981
K4unK18unK23unR26me2K27unK36me2,0.0005671965834981
R8unK9unK14unR17unK18unR26me2,0.013340688496533899
R8unK9unK14unR17unK18unK27un,0.0026251739586395
R8unK9unK14unR17unK23unR26me2,0.013340688496533899
R8unK9unK14unR17unK23unK27un,0.0026251739586395
R8unK9unK14unR17unR26me2K27un,0.0026251739586395
R8unK9unK14unR17unR26me2K36me2,0.0005671965834981
R8unK9unK14unR17unK27unK36me2,0.0005671965834981
R8unK9unK14unK18unK23unR26me2,0.013340688496533899
R8unK9unK14unK18unK23unK27un,0.0026251739586395
R8unK9unK14unK18unR26me2K27un,0.0026251739586395
R8unK9unK14unK18unR26me2K36me2,0.0005671965834981
R8unK9unK14unK18unK27unK36me2,0.0005671965834981
R8unK9unK14unK23unR26me2K27un,0.0026251739586395
R8unK9unK14unK23unR26me2K36me2,0.0005671965834981
R8unK9unK14unK23unK27unK36me2,0.0005671965834981
R8unK9unK14unR26me2K27unK36me2,0.0005671965834981
R8unK9unR17unK18unK23unR26me2,0.0136900159012265
R8unK9unR17unK18unK23unK27un,0.008712637575004501
R8unK9unR17unK18unR26me2K27un,0.0029745013633321
R8unK9unR17unK18unR26me2K36me2,0.0005671965834981
R8unK9unR17unK18unK27unK36me2,0.0063053327951705
R8unK9unR17unK23unR26me2K27un,0.0029745013633321
R8unK9unR17unK23unR26me2K36me2,0.0005671965834981
R8unK9unR17unK23unK27unK36me2,0.0063053327951705
R8unK9unR17unR26me2K27unK36me2,0.0005671965834981
R8unK9unK18unK23unR26me2K27un,0.0029745013633321
R8unK9unK18unK23unR26me2K36me2,0.0005671965834981
R8unK9unK18unK23unK27unK36me2,0.0063053327951705
R8unK9unK18unR26me2K27unK36me2,0.0005671965834981
R8unK9unK23unR26me2K27unK36me2,0.0005671965834981
R8unK14unR17unK18unK23unR26me2,0.013340688496533899
R8unK14unR17unK18unK23unK27un,0.0365678336916072
R8unK14unR17unK18unR26me2K27un,0.0026251739586395
R8unK14unR17unK18unR26me2K36me2,0.0005671965834981
R8unK14unR17unK18unK27unK36me2,0.033957662700370504
R8unK14unR17unK23unR26me2K27un,0.0026251739586395
R8unK14unR17unK23unR26me2K36me2,0.0005671965834981
R8unK14unR17unK23unK27unK36me2,0.033957662700370504
R8unK14unR17unR26me2K27unK36me2,0.0005671965834981
R8unK14unK18unK23unR26me2K27un,0.0026251739586395
R8unK14unK18unK23unR26me2K36me2,0.0005671965834981
R8unK14unK18unK23unK27unK36me2,0.033957662700370504
R8unK14unK18unR26me2K27unK36me2,0.0005671965834981
R8unK14unK23unR26me2K27unK36me2,0.0005671965834981
R8unR17unK18unK23unR26me2K27un,0.0029745013633321
R8unR17unK18unK23unR26me2K36me2,0.0005671965834981
R8unR17unK18unK23unK27unK36me2,0.039695798912042904
R8unR17unK18unR26me2K27unK36me2,0.0005671965834981
R8unR17unK23unR26me2K27unK36me2,0.0005671965834981
R8unK18unK23unR26me2K27unK36me2,0.0005671965834981
K9unK14unR17unK18unK23unR26me2,0.013340688496533899
K9unK14unR17unK18unK23unK27un,0.0026251739586395
K9unK14unR17unK18unR26me2K27un,0.0026251739586395
K9unK14unR17unK18unR26me2K36me2,0.0005671965834981
K9unK14unR17unK18unK27unK36me2,0.0005671965834981
K9unK14unR17unK23unR26me2K27un,0.0026251739586395
K9unK14unR17unK23unR26me2K36me2,0.0005671965834981
K9unK14unR17unK23unK27unK36me2,0.0005671965834981
K9unK14unR17unR26me2K27unK36me2,0.0005671965834981
K9unK14unK18unK23unR26me2K27un,0.0026251739586395
K9unK14unK18unK23unR26me2K36me2,0.0005671965834981
K9unK14unK18unK23unK27unK36me2,0.0005671965834981
K9unK14unK18unR26me2K27unK36me2,0.0005671965834981
K9unK14unK23unR26me2K27unK36me2,0.0005671965834981
K9unR17unK18unK23unR26me2K27un,0.0029745013633321
K9unR17unK18unK23unR26me2K36me2,0.0005671965834981
K9unR17unK18unK23unK27unK36me2,0.0063053327951705
K9unR17unK18unR26me2K27unK36me2,0.0005671965834981
K9unR17unK23unR26me2K27unK36me2,0.0005671965834981
K9unK18unK23unR26me2K27unK36me2,0.0005671965834981
K14unR17unK18unK23unR26me2K27un,0.0026251739586395
K14unR17unK18unK23unR26me2K36me2,0.0005671965834981
K14unR17unK18unK23unK27unK36me2,0.033957662700370504
K14unR17unK18unR26me2K27unK36me2,0.0005671965834981
K14unR17unK23unR26me2K27unK36me2,0.0005671965834981
K14unK18unK23unR26me2K27unK36me2,0.0005671965834981
R17unK18unK23unR26me2K27unK36me2,0.0005671965834981
K4unR8unK9unK14unR17me2K18un,0.0067112378863987
K4unR8unK9unK14unR17me2K23un,0.0067112378863987
K4unR8unK9unK14unR17me2R26un,0.0044705773199412
K4unR8unK9unK14unR17me2K27me2,0.0067112378863987
K4unR8unK9unK14unR17me2K36un,0.0049423841925358
K4unR8unK9unK14unK18unK36un,0.016987906035071804
K4unR8unK9unK14unK23unK36un,0.017551725991635302
K4unR8unK9unK14unR26unK36un,0.0042787618875973
K4unR8unK9unK14unK27me2K36un,0.0082770335150558
K4unR8unK9unR17me2K18unK23un,0.0251652331286545
K4unR8unK9unR17me2K18unR26un,0.022924572562196998
K4unR8unK9unR17me2K18unK27me2,0.0251652331286545
K4unR8unK9unR17me2K18unK36un,0.0067385194972001995
K4unR8unK9unR17me2K23unR26un,0.022924572562196998
K4unR8unK9unR17me2K23unK27me2,0.0251652331286545
K4unR8unK9unR17me2K23unK36un,0.0067385194972001995
K4unR8unK9unR17me2R26unK27me2,0.022924572562196998
K4unR8unK9unR17me2R26unK36un,0.0044978589307427
K4unR8unK9unR17me2K27me2K36un,0.0067385194972001995
K4unR8unK9unK18unK23unK36un,0.037159299781197905
K4unR8unK9unK18unR26unK36un,0.0238863356771599
K4unR8unK9unK18unK27me2K36un,0.024664878410157902
K4unR8unK9unK23unR26unK36un,0.0261621822311067
K4unR8unK9unK23unK27me2K36un,0.0239424912853285
K4unR8unK9unR26unK27me2K36un,0.0190895685211804
K4unR8unK14unR17me2K18unK23un,0.0479748277066512
K4unR8unK14unR17me2K18unR26un,0.0457341671401937
K4unR8unK14unR17me2K18unK27me2,0.0479748277066512
K4unR8unK14unR17me2K18unK36un,0.0068083350961499
K4unR8unK14unR17me2K23unR26un,0.0457341671401937
K4unR8unK14unR17me2K23unK27me2,0.0479748277066512
K4unR8unK14unR17me2K23unK36un,0.0068083350961499
K4unR8unK14unR17me2R26unK27me2,0.0457341671401937
K4unR8unK14unR17me2R26unK36un,0.0045676745296924
K4unR8unK14unR17me2K27me2K36un,0.0068083350961499
K4unR8unK14unK18unK23unK36un,0.1484020822890884
K4unR8unK14unK18unR26unK36un,0.1404995090269322
K4unR8unK14unK18unK27me2K36un,0.0667235679466165
K4unR8unK14unK23unR26unK36un,0.13352051997292072
K4unR8unK14unK23unK27me2K36un,0.0660011808217871
K4unR8unK14unR26unK27me2K36un,0.061148258057638995
K4unR8unR17me2K18unK23unR26un,0.0641881623824495
K4unR8unR17me2K18unK23unK27me2,0.066428822948907
K4unR8unR17me2K18unK23unK36un,0.0086044704008143
K4unR8unR17me2K18unR26unK27me2,0.0641881623824495
K4unR8unR17me2K18unR26unK36un,0.0063638098343568004
K4unR8unR17me2K18unK27me2K36un,0.0086044704008143
K4unR8unR17me2K23unR26unK27me2,0.0641881623824495
K4unR8unR17me2K23unR26unK36un,0.0063638098343568004
K4unR8unR17me2K23unK27me2K36un,0.0086044704008143
K4unR8unR17me2R26unK27me2K36un,0.0063638098343568004
K4unR8unK18unK23unR26unK36un,0.1657036117360956
K4unR8unK18unK23unK27me2K36un,0.0887184937204902
K4unR8unK18unR26unK27me2K36un,0.08211471314921039
K4unR8unK23unR26unK27me2K36un,0.0932587523417192
K4unK9unK14unR17me2K18unK23un,0.0067112378863987
K4unK9unK14unR17me2K18unR26un,0.0044705773199412
K4unK9unK14unR17me2K18unK27me2,0.0067112378863987
K4unK9unK14unR17me2K18unK36un,0.0049423841925358
K4unK9unK14unR17me2K23unR26un,0.0044705773199412
K4unK9unK14unR17me2K23unK27me2,0.0067112378863987
K4unK9unK14unR17me2K23unK36un,0.0049423841925358
K4unK9unK14unR17me2R26unK27me2,0.0044705773199412
K4unK9unK14unR17me2R26unK36un,0.0027017236260783
K4unK9unK14unR17me2K27me2K36un,0.0049423841925358
K4unK9unK14unK18unK23unK36un,0.016265518910242402
K4unK9unK14unK18unR26unK36un,0.0029925548062044
K4unK9unK14unK18unK27me2K36un,0.0082770335150558
K4unK9unK14unK23unR26unK36un,0.0042787618875973
K4unK9unK14unK23unK27me2K36un,0.007554646390226401
K4unK9unK14unR26unK27me2K36un,0.0027017236260783
K4unK9unR17me2K18unK23unR26un,0.022924572562196998
K4unK9unR17me2K18unK23unK27me2,0.0251652331286545
K4unK9unR17me2K18unK23unK36un,0.0067385194972001995
K4unK9unR17me2K18unR26unK27me2,0.022924572562196998
K4unK9unR17me2K18unR26unK36un,0.0044978589307427
K4unK9unR17me2K18unK27me2K36un,0.0067385194972001995
K4unK9unR17me2K23unR26unK27me2,0.022924572562196998
K4unK9unR17me2K23unR26unK36un,0.0044978589307427
K4unK9unR17me2K23unK27me2K36un,0.0067385194972001995
K4unK9unR17me2R26unK27me2K36un,0.0044978589307427
K4unK9unK18unK23unR26unK36un,0.0238863356771599
K4unK9unK18unK23unK27me2K36un,0.0239424912853285
K4unK9unK18unR26unK27me2K36un,0.0190895685211804
K4unK9unK23unR26unK27me2K36un,0.0190895685211804
K4unK14unR17me2K18unK23unR26un,0.0457341671401937
